"train/global_step","Group: null - _step","Group: null - _step__MIN","Group: null - _step__MAX","Group: null - eval/12-add-reverse_distance","Group: null - eval/12-add-reverse_distance__MIN","Group: null - eval/12-add-reverse_distance__MAX","Group: null - eval/16-add-reverse_distance","Group: null - eval/16-add-reverse_distance__MIN","Group: null - eval/16-add-reverse_distance__MAX","Group: null - eval/20-add-reverse_distance","Group: null - eval/20-add-reverse_distance__MIN","Group: null - eval/20-add-reverse_distance__MAX","Group: null - eval/24-add-reverse_distance","Group: null - eval/24-add-reverse_distance__MIN","Group: null - eval/24-add-reverse_distance__MAX","Group: null - eval/28-add-reverse_distance","Group: null - eval/28-add-reverse_distance__MIN","Group: null - eval/28-add-reverse_distance__MAX","Group: null - eval/32-add-reverse_distance","Group: null - eval/32-add-reverse_distance__MIN","Group: null - eval/32-add-reverse_distance__MAX","Group: null - eval/36-add-reverse_distance","Group: null - eval/36-add-reverse_distance__MIN","Group: null - eval/36-add-reverse_distance__MAX","Group: null - eval/4-add-reverse_distance","Group: null - eval/4-add-reverse_distance__MIN","Group: null - eval/4-add-reverse_distance__MAX","Group: null - eval/40-add-reverse_distance","Group: null - eval/40-add-reverse_distance__MIN","Group: null - eval/40-add-reverse_distance__MAX","Group: null - eval/44-add-reverse_distance","Group: null - eval/44-add-reverse_distance__MIN","Group: null - eval/44-add-reverse_distance__MAX","Group: null - eval/48-add-reverse_distance","Group: null - eval/48-add-reverse_distance__MIN","Group: null - eval/48-add-reverse_distance__MAX","Group: null - eval/8-add-reverse_distance","Group: null - eval/8-add-reverse_distance__MIN","Group: null - eval/8-add-reverse_distance__MAX"
"7800","3553.5","3520","3587","0.9997907366071429","0.9993722098214286","1","0.9986029730902779","0.9951714409722228","1","0.9901234019886376","0.9667524857954584","0.9988014914772728","0.9625995342548034","0.9043719951922976","0.9969200721153842","0.8753417968749981","0.8164388020833333","0.978971354166667","0.7762020335477949","0.6973517922794109","0.9012522977941227","0.6785567434210523","0.5750925164473667","0.7889340049342103","1","1","1","0.5812755766369013","0.43731398809524014","0.6949172247023764","0.50028129245924","0.3579101562500007","0.6162746263586979","0.4414355468749994","0.32013671874999927","0.5537890625000003","0.99990234375","0.9998046875","1"
"8000","3645.5","3612","3679","0.9999651227678572","0.9999302455357143","1","0.999728732638889","0.9994032118055556","1","0.9953946200284096","0.9885031960227284","0.998135653409091","0.9450307992788392","0.8993765024038353","0.9824969951923057","0.8514811197916641","0.7717447916666662","0.9092122395833298","0.753561580882353","0.668916590073528","0.8027918198529427","0.6644287109374992","0.5587479440789446","0.7235043174342111","0.9998779296875","0.99951171875","1","0.5726667131696384","0.3963913690476197","0.6542038690476132","0.5113631538722849","0.3285708220108711","0.5999278192934816","0.4613916015625001","0.2926171874999997","0.5540234375000002","1","1","1"
"8200","3737.5","3704","3771","0.9999302455357143","0.9998604910714286","1","0.99951171875","0.9991861979166667","0.9998914930555556","0.9969482421875006","0.9921875000000009","0.9990678267045455","0.9755202073317275","0.9616135817307633","0.9895207331730753","0.8886311848958285","0.8692708333333303","0.9166015624999938","0.7716423483455884","0.7485638786764699","0.798713235294119","0.6683542351973677","0.6302168996710502","0.7073139391447373","1","1","1","0.5889427548363049","0.565685453869043","0.6084449404761859","0.49723484205163015","0.46745499320652084","0.5246475883152182","0.4275439453124989","0.38320312499999926","0.4600585937499991","0.9999511718749999","0.99990234375","1"
"8400","3829.5","3796","3863","0.9998953683035714","0.9995814732142858","1","0.999728732638889","0.9994032118055557","1","0.997636274857955","0.9962269176136374","0.9992009943181821","0.977426382211535","0.9744215745192264","0.9793795072115361","0.8759765624999958","0.865624999999997","0.8972981770833272","0.7521398207720582","0.6895967371323509","0.7833467371323537","0.6447946648848669","0.5934159128289452","0.6735197368421048","1","1","1","0.5491013299851162","0.5016973586309524","0.5825427827380902","0.4715098505434782","0.4214504076086943","0.5242866847826103","0.41239257812499885","0.35765624999999873","0.4652539062499987","1","1","1"
"8600","3921.5","3888","3955","0.9999825613839286","0.9999302455357143","1","0.9997694227430555","0.9994574652777779","0.9998914930555556","0.9968594637784095","0.991699218750001","0.999600497159091","0.963829627403841","0.9172175480769126","0.9887695312499982","0.8701985677083293","0.8285481770833321","0.9014973958333259","0.769624597886029","0.7578986672794118","0.7918198529411756","0.6757684004934208","0.6405736019736828","0.6971371299342108","1","1","1","0.5772588820684484","0.4847470238095251","0.633789062499994","0.4981105638586967","0.392365828804347","0.5697180706521768","0.4381542968749995","0.3502539062499995","0.5036132812499997","1","1","1"
"8800","4013.5","3980","4047","1","1","1","0.9995524088541667","0.9990776909722222","1","0.9942294034090917","0.9830433238636394","0.9997780539772727","0.9489182692307632","0.8919396033653741","0.9869666466346133","0.8545654296874964","0.7997721354166647","0.9193033854166618","0.7316463694852942","0.6609604779411752","0.7877987132352948","0.6138723273026295","0.5345651726973669","0.6670949835526302","0.9999593098958333","0.9998372395833333","1","0.5216296968005938","0.46149553571428853","0.596168154761899","0.45876146399456463","0.4009638247282601","0.532375169836959","0.40966308593749867","0.3637890624999989","0.4794335937499987","0.9999755859374999","0.99990234375","1"
"9000","4105.5","4072","4139","0.9998953683035715","0.9997209821428571","1","0.9996337890625001","0.9990776909722223","0.9999457465277778","0.9975031072443188","0.9932972301136379","0.9992897727272729","0.9574538010817248","0.9469651442307625","0.964655949519227","0.8610432942708293","0.8412109374999968","0.8814127604166622","0.7505672679227939","0.6976390165441163","0.7865636488970592","0.6356458162006569","0.5613178453947354","0.6953638980263164","1","1","1","0.5324358258928558","0.45549665178571797","0.6154436383928514","0.473208220108696","0.4045516304347812","0.5344556725543496","0.41901855468749916","0.36921874999999893","0.4680664062499991","1","1","1"
"9200","4197.5","4164","4231","1","1","1","0.9999728732638888","0.9999457465277778","1","0.9997447620738638","0.9996448863636365","0.9998224431818183","0.9868070162259595","0.9724684495192266","0.9978590745192304","0.9057454427083304","0.8368164062499972","0.962369791666665","0.7942612591911775","0.705681295955881","0.87732651654412","0.6869988692434197","0.616288034539471","0.7707134046052633","1","1","1","0.6044514973958285","0.546107700892853","0.6696428571428513","0.5154710852581527","0.4567340353260856","0.5604407269021767","0.4428320312499995","0.37980468749999924","0.49548828124999983","1","1","1"
"9400","4289.5","4256","4323","1","1","1","0.9999186197916667","0.9996744791666667","1","0.9998890269886364","0.9996892755681818","1","0.9905630258413444","0.9853140024038435","0.997408353365384","0.8973958333333276","0.871191406249995","0.9443033854166596","0.7723173253676476","0.7188361672794106","0.8476562500000042","0.6683092619243404","0.59053762335526","0.7619500411184198","1","1","1","0.5713646298363061","0.4902808779761904","0.6748279389880899","0.4872197690217389","0.43251103940217245","0.5749830163043509","0.43060546874999905","0.3748242187499984","0.5065234375000002","1","1","1"
"9600","4381.5","4348","4415","1","1","1","0.9999864366319444","0.9999457465277778","1","0.9999889026988638","0.9999556107954546","1","0.9960561899038455","0.9931640624999988","0.9990985576923075","0.9285319010416604","0.8893229166666615","0.9561197916666622","0.8136345358455894","0.789263556985293","0.8584271599264741","0.7029322574013156","0.6553248355263152","0.763517680921051","1","1","1","0.5792585100446394","0.5031389508928589","0.6582728794642804","0.5019265879755447","0.3982252038043473","0.5920304008152212","0.4438671874999993","0.36927734374999954","0.5053124999999999","1","1","1"
"9800","4473.5","4440","4507","1","1","1","1","1","1","0.9998557350852273","0.9995561079545456","1","0.9908635066105753","0.9859149639423052","0.9984224759615381","0.9155924479166576","0.903190104166658","0.9302408854166571","0.7981962316176485","0.7646484375000006","0.8170955882352977","0.6897293893914471","0.6605674342105249","0.7184159128289476","1","1","1","0.5873849051339233","0.5535481770833295","0.6140485491071362","0.4971764605978266","0.4393682065217382","0.541949728260873","0.43557128906249887","0.3776171874999992","0.47585937499999903","1","1","1"
"10000","4565.5","4532","4599","1","1","1","1","1","1","0.9998224431818183","0.999378551136364","1","0.9869290865384591","0.9751727764423033","0.9987605168269228","0.906429036458326","0.8794921874999958","0.9293945312499903","0.791748046875","0.7722598805147045","0.802705652573529","0.678916529605263","0.6530119243421052","0.7034076891447374","1","1","1","0.5875476655505896","0.5592680431547576","0.6179315476190419","0.5014595363451091","0.4906589673913047","0.5246900475543499","0.427480468749999","0.38343749999999843","0.47361328124999985","1","1","1"
